ID_Ticket,Fecha,Dia_Semana,Hora_Dia,Monto_Total,Cantidad_Items,Para_Llevar,Tiempo_Permanencia_Min,Metodo_Pago
T0852,2026-07-21,2,10,16.7,3,0,21.0,Efectivo
T0853,2026-07-21,2,10,13.4,2,0,,Yape
T0854,2026-07-21,2,12,33.1,2,0,22.0,Efectivo
T0855,2026-07-21,2,12,35.6,4,0,47.0,Efectivo
T0856,2026-07-21,2,12,32.9,4,0,28.0,Efectivo
T0857,2026-07-21,2,12,30.1,3,0,53.0,Yape
T0858,2026-07-21,2,13,33.4,2,0,42.0,Efectivo
T0859,2026-07-21,2,13,34.9,3,0,62.0,
T0860,2026-07-21,2,13,39.6,3,0,48.0,Efectivo
T0861,2026-07-21,2,13,46.3,2,0,33.0,Plin
T0862,2026-07-21,2,13,39.0,4,0,44.0,Efectivo
T0863,2026-07-21,2,14,35.2,3,0,34.0,Yape
T0864,2026-07-21,2,14,34.7,2,0,62.0,Yape
T0865,2026-07-21,2,15,9.8,1,0,22.0,Yape
T0866,2026-07-21,2,16,9.7,2,0,39.0,Efectivo
T0867,2026-07-21,2,16,11.7,2,0,19.0,Yape
T0868,2026-07-21,2,17,5.0,1,0,47.0,Tarjeta
T0869,2026-07-21,2,17,9.7,1,0,28.0,Yape
T0870,2026-07-21,2,17,12.9,1,0,24.0,Efectivo
T0871,2026-07-21,2,17,13.6,2,1,5.0,Efectivo
T0872,2026-07-22,3,8,14.0,1,0,18.0,Efectivo
T0873,2026-07-22,3,8,22.3,1,1,,Plin
T0874,2026-07-22,3,10,13.6,2,1,6.0,Tarjeta
T0875,2026-07-22,3,10,20.3,3,0,7.0,Efectivo
T0876,2026-07-22,3,13,34.0,3,0,38.0,Tarjeta
T0877,2026-07-22,3,13,43.8,2,0,41.0,Plin
T0878,2026-07-22,3,13,26.6,4,1,7.0,Efectivo
T0879,2026-07-22,3,14,29.3,4,1,6.0,Efectivo
T0880,2026-07-22,3,16,13.5,1,0,22.0,Plin
T0881,2026-07-22,3,17,10.9,2,0,33.0,Efectivo
T0882,2026-07-22,3,17,17.9,2,1,7.0,Plin
T0883,2026-07-22,3,17,11.3,1,0,,Plin
T0884,2026-07-22,3,17,10.3,1,0,29.0,Efectivo
T0885,2026-07-22,3,20,73.0,8,0,72.0,Tarjeta
T0886,2026-07-23,4,7,15.1,3,0,27.0,Yape
T0887,2026-07-23,4,8,15.7,2,0,24.0,Efectivo
T0888,2026-07-23,4,9,17.6,2,0,21.0,Tarjeta
T0889,2026-07-23,4,10,15.8,1,1,4.0,Tarjeta
T0890,2026-07-23,4,12,28.8,3,0,59.0,Efectivo
T0891,2026-07-23,4,12,24.0,2,0,38.0,Efectivo
T0892,2026-07-23,4,12,31.1,3,1,9.0,Tarjeta
T0893,2026-07-23,4,13,39.2,2,0,52.0,Yape
T0894,2026-07-23,4,13,35.3,2,1,11.0,Yape
T0895,2026-07-23,4,14,26.4,2,0,41.0,Efectivo
T0896,2026-07-23,4,14,33.9,2,0,43.0,Yape
T0897,2026-07-23,4,14,37.1,3,0,34.0,Efectivo
T0898,2026-07-23,4,16,5.9,1,0,23.0,Efectivo
T0899,2026-07-23,4,16,13.4,2,0,20.0,Efectivo
T0900,2026-07-24,5,8,14.5,2,0,14.0,Tarjeta
T0900,2026-07-24,5,8,14.5,2,0,14.0,Tarjeta
T0901,2026-07-24,5,8,22.0,2,0,34.0,Efectivo
T0902,2026-07-24,5,9,17.6,2,1,4.0,Efectivo
T0903,2026-07-24,5,9,14.9,1,0,25.0,Tarjeta
T0904,2026-07-24,5,12,40.3,3,0,38.0,Efectivo
T0905,2026-07-24,5,13,29.7,4,0,39.0,Yape
T0906,2026-07-24,5,13,32.2,3,0,58.0,Efectivo
T0907,2026-07-24,5,14,27.0,4,0,45.0,Tarjeta
T0908,2026-07-24,5,14,40.4,3,1,6.0,Yape
T0909,2026-07-24,5,14,29.9,2,0,51.0,Efectivo
T0910,2026-07-24,5,14,28.8,4,0,37.0,Tarjeta
T0911,2026-07-24,5,15,15.4,2,0,30.0,Tarjeta
T0912,2026-07-24,5,16,6.3,1,0,33.0,Yape
T0913,2026-07-24,5,16,5.5,1,0,16.0,Efectivo
T0914,2026-07-24,5,17,5.9,1,0,,Tarjeta
T0915,2026-07-24,5,18,10.8,2,0,37.0,Efectivo
T0916,2026-07-24,5,19,135.8,9,0,90.0,Yape
T0917,2026-07-24,5,19,78.8,8,0,69.0,Plin
T0918,2026-07-24,5,20,92.9,7,0,77.0,Efectivo
T0919,2026-07-24,5,21,71.3,6,0,87.0,Yape
T0920,2026-07-24,5,21,112.6,9,0,57.0,Efectivo
T0921,2026-07-24,5,21,93.9,8,0,67.0,Yape
T0922,2026-07-24,5,21,60.0,7,0,64.0,Tarjeta
T0923,2026-07-24,5,21,96.5,7,0,86.0,Plin
T0924,2026-07-24,5,21,78.1,6,0,63.0,Yape
T0925,2026-07-24,5,22,74.9,8,0,72.0,Tarjeta
T0926,2026-07-25,6,7,12.0,1,0,26.0,Yape
T0927,2026-07-25,6,7,15.6,1,0,27.0,Plin
T0928,2026-07-25,6,8,19.6,2,1,3.0,Efectivo
T0929,2026-07-25,6,10,13.1,2,0,23.0,Efectivo
T0930,2026-07-25,6,11,13.1,7,0,69.0,Tarjeta
T0931,2026-07-25,6,13,35.2,3,1,4.0,Tarjeta
T0932,2026-07-25,6,14,43.0,2,1,7.0,Plin
T0933,2026-07-25,6,14,27.4,4,0,49.0,Plin
T0934,2026-07-25,6,14,33.8,4,0,52.0,Yape
T0935,2026-07-25,6,15,7.6,2,1,8.0,Yape
T0936,2026-07-25,6,15,10.2,1,0,32.0,Efectivo
T0937,2026-07-25,6,17,9.8,2,0,,Tarjeta
T0938,2026-07-25,6,19,74.0,9,0,57.0,Efectivo
T0939,2026-07-25,6,20,76.7,9,1,10.0,Efectivo
T0940,2026-07-25,6,20,63.7,9,0,-5.0,Tarjeta
T0941,2026-07-25,6,20,109.8,4,0,35.0,Tarjeta
T0942,2026-07-25,6,20,98.0,8,0,-10.0,Yape
T0943,2026-07-25,6,21,72.3,6,0,72.0,Plin
T0944,2026-07-25,6,21,95.1,4,0,79.0,Tarjeta
T0945,2026-07-25,6,21,98.5,7,0,,Efectivo
T0946,2026-07-25,6,21,115.0,9,0,79.0,Tarjeta
T0947,2026-07-25,6,22,74.7,9,0,34.0,Yape
T0948,2026-07-25,6,22,117.8,6,0,58.0,Tarjeta
T0949,2026-07-25,6,22,93.4,5,0,78.0,Yape
T0950,2026-07-25,6,22,90.5,7,0,52.0,Efectivo
T0951,2026-07-26,7,8,10.6,3,1,5.0,Yape
T0952,2026-07-26,7,18,6.0,1,0,3.0,Plin
T0953,2026-07-26,7,19,97.9,6,0,,Yape
T0954,2026-07-26,7,19,80.4,9,0,,Tarjeta
T0955,2026-07-26,7,19,68.0,5,0,89.0,Yape
T0956,2026-07-26,7,20,75.5,5,0,46.0,Efectivo
T0957,2026-07-26,7,21,92.1,5,0,65.0,Yape
T0958,2026-07-27,1,7,12.6,3,0,21.0,Tarjeta
T0959,2026-07-27,1,9,8.6,3,0,26.0,Yape
T0960,2026-07-27,1,9,40.1,2,0,32.0,Yape
T0961,2026-07-27,1,9,12.2,2,1,2.0,Efectivo
T0962,2026-07-27,1,9,18.3,2,0,27.0,Efectivo
T0963,2026-07-27,1,10,12.8,1,0,36.0,Yape
T0964,2026-07-27,1,12,28.3,0,1,2.0,Yape
T0965,2026-07-27,1,12,28.9,2,0,41.0,Efectivo
T0966,2026-07-27,1,12,20.0,4,0,45.0,Yape
T0967,2026-07-27,1,13,38.9,2,0,53.0,Yape
T0968,2026-07-27,1,13,28.8,2,0,40.0,Plin
T0969,2026-07-27,1,13,373.7,29,1,106.0,Tarjeta
T0970,2026-07-27,1,15,5.0,2,0,30.0,Yape
T0971,2026-07-27,1,15,10.7,3,0,22.0,Efectivo
T0972,2026-07-27,1,16,5.6,1,0,28.0,Plin
T0973,2026-07-27,1,21,114.5,8,0,69.0,Tarjeta
T0974,2026-07-28,2,8,15.0,2,0,24.0,Tarjeta
T0975,2026-07-28,2,8,19.3,3,0,18.0,Efectivo
T0976,2026-07-28,2,8,8.7,3,1,7.0,Yape
T0977,2026-07-28,2,10,8.7,2,0,22.0,Efectivo
T0978,2026-07-28,2,10,10.3,2,0,31.0,Yape
T0979,2026-07-28,2,13,37.4,3,0,32.0,Tarjeta
T0980,2026-07-28,2,13,36.4,2,1,6.0,Plin
T0981,2026-07-28,2,13,36.0,2,0,53.0,Tarjeta
T0982,2026-07-28,2,15,7.8,2,0,33.0,Tarjeta
T0983,2026-07-28,2,17,5.6,2,1,2.0,
T0984,2026-07-28,2,17,9.9,1,1,3.0,Yape
T0985,2026-07-28,2,18,13.4,2,0,18.0,Efectivo
T0986,2026-07-28,2,20,108.0,9,0,52.0,Efectivo
T0987,2026-07-29,3,8,13.3,1,0,28.0,Efectivo
T0988,2026-07-29,3,8,22.1,2,1,7.0,Efectivo
T0989,2026-07-29,3,8,18.3,2,0,27.0,Yape
T0990,2026-07-29,3,8,13.8,3,0,27.0,Efectivo
T0991,2026-07-29,3,9,17.3,2,0,23.0,Plin
T0992,2026-07-29,3,13,23.5,4,0,41.0,Efectivo
T0993,2026-07-29,3,14,35.2,3,0,40.0,Efectivo
T0994,2026-07-29,3,16,10.7,2,0,20.0,Efectivo
T0995,2026-07-29,3,17,105.2,1,0,27.0,Yape
T0996,2026-07-29,3,18,13.8,1,0,17.0,Efectivo
T0997,2026-07-30,4,7,19.0,1,0,25.0,Efectivo
T0998,2026-07-30,4,9,13.9,3,0,13.0,Yape
T0999,2026-07-30,4,9,17.7,3,1,4.0,Yape
T1000,2026-07-30,4,10,18.1,2,1,3.0,Efectivo
T1001,2026-07-30,4,10,11.8,3,0,30.0,Yape
T1002,2026-07-30,4,10,11.7,2,1,8.0,
T1003,2026-07-30,4,10,20.1,2,1,4.0,Yape
T1004,2026-07-30,4,13,38.1,3,0,51.0,Efectivo
T1005,2026-07-30,4,13,32.5,2,1,5.0,Plin
T1006,2026-07-30,4,13,26.2,4,0,53.0,Plin
T1007,2026-07-30,4,14,33.0,3,0,36.0,Yape
T1008,2026-07-30,4,14,29.6,3,0,45.0,Efectivo
T1009,2026-07-30,4,16,6.7,1,0,31.0,Tarjeta
T1010,2026-07-30,4,19,67.0,4,0,79.0,Tarjeta
T1011,2026-07-31,5,7,16.4,1,1,2.0,Yape
T1012,2026-07-31,5,8,16.4,1,0,24.0,Plin
T1013,2026-07-31,5,8,11.4,2,0,,Efectivo
T1014,2026-07-31,5,8,17.3,1,1,2.0,Plin
T1015,2026-07-31,5,8,19.1,3,1,5.0,Yape
T1016,2026-07-31,5,8,18.3,2,0,20.0,Yape
T1017,2026-07-31,5,9,17.7,2,0,24.0,Tarjeta
T1018,2026-07-31,5,10,14.3,1,1,2.0,Yape
T1019,2026-07-31,5,12,35.3,3,0,27.0,Tarjeta
T1020,2026-07-31,5,12,30.7,3,0,54.0,Yape
T1021,2026-07-31,5,13,37.0,2,0,36.0,Plin
T1022,2026-07-31,5,13,34.6,2,0,37.0,Efectivo
T1023,2026-07-31,5,14,39.0,4,1,11.0,Tarjeta
T1024,2026-07-31,5,17,11.5,1,0,37.0,Efectivo
T1025,2026-07-31,5,17,12.0,1,0,22.0,Efectivo
T1026,2026-07-31,5,18,9.6,1,0,22.0,Yape
T1027,2026-07-31,5,18,8.9,2,0,28.0,Yape
T1028,2026-07-31,5,19,92.0,7,0,85.0,Tarjeta
T1029,2026-07-31,5,19,125.5,5,0,94.0,Tarjeta
T1030,2026-07-31,5,19,362.2,27,1,109.0,Yape
T1031,2026-07-31,5,20,80.2,9,0,71.0,Tarjeta
T1032,2026-07-31,5,20,85.0,6,0,67.0,Plin
T1033,2026-07-31,5,20,75.5,5,0,81.0,Yape
T1034,2026-07-31,5,20,117.5,7,0,72.0,Efectivo
T1035,2026-07-31,5,21,91.7,8,0,78.0,Tarjeta
T1036,2026-08-01,6,8,16.1,0,0,13.0,Yape
T1037,2026-08-01,6,17,9.7,1,0,23.0,Efectivo
T1038,2026-08-01,6,18,5.0,1,0,24.0,Plin
T1039,2026-08-01,6,19,68.0,9,0,83.0,Plin
T1040,2026-08-01,6,20,142.1,6,0,93.0,Plin
T1041,2026-08-01,6,20,102.2,6,0,72.0,Yape
T1042,2026-08-01,6,20,91.2,7,0,75.0,Plin
T1043,2026-08-01,6,20,96.3,9,0,70.0,Yape
T1044,2026-08-01,6,3,50.0,8,0,65.0,Yape
T1045,2026-08-01,6,21,89.4,4,0,49.0,Plin
T1046,2026-08-01,6,21,88.8,6,0,54.0,Efectivo
T1047,2026-08-02,7,15,12.3,2,0,34.0,Tarjeta
T1048,2026-08-02,7,16,7.8,1,0,30.0,Tarjeta
T1049,2026-08-02,7,17,10.2,2,0,22.0,Efectivo
T1050,2026-08-02,7,18,16.1,2,1,2.0,Efectivo
T1051,2026-08-02,7,18,8.0,1,0,37.0,Yape
T1052,2026-08-02,7,20,58.1,4,0,76.0,Efectivo
T1053,2026-08-02,7,20,100.9,9,0,73.0,Plin
T1054,2026-08-02,7,21,73.8,5,0,51.0,Yape
T1055,2026-08-02,7,21,102.8,5,0,99.0,Tarjeta
T1056,2026-08-03,1,7,10.5,3,0,14.0,Yape
T1057,2026-08-03,1,8,14.3,2,0,13.0,Yape
T1058,2026-08-03,1,8,16.3,2,0,20.0,Yape
T1059,2026-08-03,1,10,18.0,3,0,23.0,Plin
T1060,2026-08-03,1,12,41.2,2,0,31.0,Efectivo
T1061,2026-08-03,1,14,29.7,2,0,50.0,Tarjeta
T1062,2026-08-03,1,14,37.6,3,0,35.0,Efectivo
T1063,2026-08-03,1,15,15.3,1,0,52.0,Tarjeta
T1064,2026-08-03,1,15,9.9,2,0,27.0,Tarjeta
T1065,2026-08-03,1,16,8.5,2,0,27.0,Yape
T1066,2026-08-03,1,16,7.3,2,1,5.0,Plin
T1067,2026-08-03,1,16,5.0,2,0,37.0,Efectivo
T1068,2026-08-03,1,18,0.0,3,0,34.0,Efectivo
T1069,2026-08-03,1,20,86.1,8,0,80.0,Efectivo
T1070,2026-08-04,2,8,13.7,2,0,25.0,Efectivo
T1071,2026-08-04,2,9,21.2,2,0,16.0,Plin
T1072,2026-08-04,2,9,13.5,2,0,24.0,Efectivo
T1073,2026-08-04,2,9,14.9,3,1,6.0,Efectivo
T1074,2026-08-04,2,9,17.0,3,0,18.0,Efectivo
T1075,2026-08-04,2,10,14.2,1,0,19.0,Yape
T1076,2026-08-04,2,12,38.7,3,0,43.0,Yape
T1077,2026-08-04,2,12,37.2,4,0,29.0,Yape
T1078,2026-08-04,2,12,38.9,2,0,44.0,Efectivo
T1079,2026-08-04,2,13,35.4,4,1,2.0,Yape
T1080,2026-08-04,2,13,37.9,3,0,52.0,Efectivo
T1081,2026-08-04,2,13,36.1,3,1,7.0,Efectivo
T1082,2026-08-04,2,14,44.2,3,0,30.0,Efectivo
T1083,2026-08-04,2,14,27.3,3,0,54.0,Efectivo
T1084,2026-08-04,2,14,31.5,4,0,52.0,Yape
T1085,2026-08-04,2,16,15.5,1,0,23.0,Efectivo
T1086,2026-08-04,2,16,5.9,4,1,4.0,Efectivo
T1087,2026-08-04,2,16,6.4,2,1,4.0,Efectivo
T1088,2026-08-04,2,17,7.1,2,0,37.0,Tarjeta
T1089,2026-08-04,2,18,9.8,1,1,4.0,Efectivo
T1090,2026-08-04,2,18,9.7,2,0,15.0,Efectivo
T1091,2026-08-05,3,7,20.3,1,1,,Yape
T1092,2026-08-05,3,8,11.1,3,1,5.0,Plin
T1093,2026-08-05,3,8,18.4,1,0,12.0,Plin
T1094,2026-08-05,3,8,17.2,2,0,23.0,Efectivo
T1095,2026-08-05,3,9,17.7,1,0,19.0,Efectivo
T1096,2026-08-05,3,9,16.1,2,0,28.0,Efectivo
T1097,2026-08-05,3,10,15.4,1,0,23.0,
T1098,2026-08-05,3,10,15.6,3,0,22.0,Yape
T1099,2026-08-05,3,12,30.9,4,0,41.0,Efectivo
T1100,2026-08-05,3,13,38.5,3,0,44.0,Efectivo
T1101,2026-08-05,3,13,28.9,4,0,35.0,Tarjeta
T1102,2026-08-05,3,13,36.4,4,0,43.0,Efectivo
T1103,2026-08-05,3,13,39.6,2,0,40.0,Efectivo
T1104,2026-08-05,3,13,29.4,4,0,48.0,Yape
T1105,2026-08-05,3,14,34.9,3,0,35.0,Plin
T1106,2026-08-05,3,14,35.2,4,0,39.0,Tarjeta
T1107,2026-08-05,3,14,26.0,2,0,51.0,Efectivo
T1108,2026-08-05,3,14,29.3,3,0,21.0,Yape
T1109,2026-08-05,3,14,37.0,4,0,39.0,Plin
T1110,2026-08-05,3,16,9.6,2,0,31.0,Efectivo
T1111,2026-08-05,3,16,13.1,2,1,4.0,Yape
T1112,2026-08-05,3,17,9.1,1,0,,Efectivo
T1113,2026-08-05,3,17,9.7,2,0,27.0,Plin
T1114,2026-08-05,3,17,17.1,2,0,43.0,Plin
T1115,2026-08-05,3,18,13.5,2,0,43.0,Efectivo
T1116,2026-08-05,3,20,12.4,9,0,81.0,Efectivo
T1117,2026-08-05,3,21,98.1,9,0,34.0,Tarjeta
T1118,2026-08-06,4,7,15.8,1,0,18.0,Plin
T1119,2026-08-06,4,8,15.0,2,0,11.0,Yape
T1120,2026-08-06,4,8,18.0,2,0,28.0,Tarjeta
T1121,2026-08-06,4,8,15.5,2,0,17.0,Efectivo
T1122,2026-08-06,4,8,9.4,3,0,10.0,Tarjeta
T1123,2026-08-06,4,8,16.7,2,0,17.0,Tarjeta
T1124,2026-08-06,4,9,18.7,1,0,18.0,Yape
T1125,2026-08-06,4,9,16.8,1,0,23.0,Efectivo
T1126,2026-08-06,4,9,12.8,3,1,4.0,Efectivo
T1127,2026-08-06,4,10,22.6,3,0,29.0,
T1128,2026-08-06,4,10,19.1,1,0,22.0,Yape
T1129,2026-08-06,4,13,31.7,2,0,37.0,Yape
T1130,2026-08-06,4,13,34.9,3,0,38.0,Yape
T1131,2026-08-06,4,13,27.5,4,1,5.0,Tarjeta
T1132,2026-08-06,4,13,31.2,2,1,10.0,Efectivo
T1133,2026-08-06,4,14,35.7,4,1,7.0,Tarjeta
T1134,2026-08-06,4,15,7.7,1,1,3.0,Plin
T1135,2026-08-06,4,15,11.7,2,0,28.0,Efectivo
T1136,2026-08-06,4,15,13.5,2,0,10.0,Yape
T1137,2026-08-06,4,16,14.6,1,0,27.0,Efectivo
T1138,2026-08-06,4,17,12.5,1,0,17.0,Plin
T1139,2026-08-06,4,17,10.7,2,0,22.0,Yape
T1140,2026-08-06,4,18,9.4,1,1,5.0,Yape
T1141,2026-08-06,4,20,99.8,0,0,75.0,Efectivo
T1142,2026-08-07,5,7,14.6,1,1,5.0,Efectivo
T1143,2026-08-07,5,9,12.9,1,1,2.0,Tarjeta
T1144,2026-08-07,5,12,36.0,3,1,6.0,Efectivo
T1145,2026-08-07,5,15,5.0,2,0,36.0,Efectivo
T1146,2026-08-07,5,15,8.8,1,1,6.0,Yape
T1147,2026-08-07,5,15,5.8,2,0,39.0,Yape
T1148,2026-08-07,5,16,14.8,1,0,26.0,Tarjeta
T1149,2026-08-07,5,17,13.2,2,0,17.0,Tarjeta
T1150,2026-08-07,5,17,83.2,9,0,35.0,Efectivo
T1151,2026-08-07,5,17,14.0,1,0,19.0,Efectivo
T1152,2026-08-07,5,17,31.2,5,0,84.0,Efectivo
T1153,2026-08-07,5,18,5.0,1,0,29.0,Efectivo
T1154,2026-08-07,5,18,7.6,2,1,4.0,Efectivo
T1155,2026-08-07,5,21,98.1,7,0,91.0,Yape
T1156,2026-08-08,6,7,67.7,2,0,16.0,Yape
T1157,2026-08-08,6,12,25.9,2,0,62.0,Efectivo
T1158,2026-08-08,6,15,13.9,1,0,33.0,Efectivo
T1159,2026-08-08,6,15,7.8,2,0,32.0,Plin
T1160,2026-08-08,6,16,8.7,1,0,28.0,Yape
T1161,2026-08-08,6,17,10.6,1,0,38.0,Efectivo
T1162,2026-08-08,6,17,7.3,1,0,19.0,Yape
T1163,2026-08-08,6,17,13.7,1,1,4.0,Yape
T1164,2026-08-08,6,17,14.4,1,0,16.0,Tarjeta
T1165,2026-08-08,6,18,12.7,2,0,22.0,Plin
T1166,2026-08-08,6,18,11.6,2,0,30.0,
T1167,2026-08-08,6,19,103.2,6,1,8.0,Yape
T1168,2026-08-08,6,20,91.0,6,0,67.0,Tarjeta
T1169,2026-08-08,6,20,92.7,6,0,66.0,Yape
T1170,2026-08-08,6,20,68.6,4,0,75.0,Plin
T1171,2026-08-08,6,22,104.5,9,0,51.0,Yape
T1172,2026-08-09,7,9,15.2,3,0,23.0,Yape
T1173,2026-08-09,7,10,19.7,3,1,5.0,Efectivo
T1174,2026-08-09,7,14,42.8,4,0,45.0,Yape
T1175,2026-08-09,7,15,14.5,1,0,34.0,Plin
T1176,2026-08-09,7,15,15.2,2,0,33.0,Yape
T1177,2026-08-09,7,16,31.2,1,0,22.0,Efectivo
T1178,2026-08-09,7,16,14.2,2,1,5.0,Efectivo
T1179,2026-08-09,7,17,11.1,1,0,29.0,
T1180,2026-08-09,7,18,12.5,2,0,14.0,Efectivo
T1181,2026-08-09,7,19,112.5,9,1,9.0,Yape
T1182,2026-08-09,7,19,72.8,6,0,52.0,Efectivo
T1183,2026-08-09,7,20,108.3,4,0,69.0,Efectivo
T1184,2026-08-09,7,21,87.5,5,0,81.0,Yape
T1185,2026-08-09,7,22,83.9,5,0,63.0,Efectivo
T1186,2026-08-09,7,22,50.0,7,0,80.0,Tarjeta
T1187,2026-08-10,1,8,15.3,2,0,23.0,Yape
T1188,2026-08-10,1,8,15.3,1,0,23.0,Yape
T1189,2026-08-10,1,8,16.4,2,0,18.0,Yape
T1190,2026-08-10,1,9,17.4,3,1,4.0,Efectivo
T1191,2026-08-10,1,9,15.4,2,1,3.0,Yape
T1192,2026-08-10,1,10,17.6,3,0,,Efectivo
T1193,2026-08-10,1,10,18.3,3,0,24.0,Yape
T1194,2026-08-10,1,10,11.7,3,0,16.0,Efectivo
T1195,2026-08-10,1,10,14.8,3,0,22.0,Yape
T1196,2026-08-10,1,12,34.5,4,0,31.0,Efectivo
T1197,2026-08-10,1,12,31.2,3,0,50.0,Tarjeta
T1198,2026-08-10,1,12,38.0,2,0,45.0,Tarjeta
T1199,2026-08-10,1,13,33.4,4,1,6.0,Efectivo
T1200,2026-08-10,1,13,31.1,2,1,2.0,Efectivo
T1201,2026-08-10,1,13,25.9,3,1,6.0,Efectivo
T1202,2026-08-10,1,13,35.7,4,0,36.0,Tarjeta
T1203,2026-08-10,1,14,32.6,4,1,7.0,Tarjeta
T1204,2026-08-10,1,14,12.7,3,0,30.0,Efectivo
T1205,2026-08-10,1,17,8.4,2,0,38.0,Efectivo
T1206,2026-08-10,1,17,7.1,2,0,25.0,Yape
T1207,2026-08-10,1,20,66.2,7,0,74.0,Efectivo
T1208,2026-08-11,2,7,24.7,3,0,36.0,Efectivo
T1209,2026-08-11,2,8,14.0,1,0,28.0,Efectivo
T1210,2026-08-11,2,8,16.4,3,1,5.0,Efectivo
T1211,2026-08-11,2,8,17.8,2,1,5.0,Yape
T1212,2026-08-11,2,8,12.4,3,0,12.0,Plin
T1213,2026-08-11,2,9,17.3,3,1,3.0,Plin
T1214,2026-08-11,2,9,15.5,2,1,6.0,Efectivo
T1215,2026-08-11,2,9,18.7,3,1,4.0,Plin
T1216,2026-08-11,2,9,21.0,1,0,20.0,Yape
T1217,2026-08-11,2,12,38.4,4,0,30.0,Efectivo
T1218,2026-08-11,2,13,35.8,4,1,6.0,Tarjeta
T1219,2026-08-11,2,15,14.3,1,0,35.0,Efectivo
T1220,2026-08-11,2,16,14.6,1,0,27.0,Yape
T1221,2026-08-11,2,16,13.4,1,0,30.0,Efectivo
T1222,2026-08-11,2,16,7.9,1,0,27.0,Yape
T1223,2026-08-11,2,16,18.2,2,0,62.0,Tarjeta
T1224,2026-08-11,2,17,10.0,2,0,13.0,Yape
T1225,2026-08-11,2,18,11.1,1,1,5.0,Efectivo
T1226,2026-08-11,2,18,15.7,1,1,2.0,Efectivo
T1227,2026-08-11,2,18,10.6,1,0,,Efectivo
T1228,2026-08-11,2,18,16.0,2,0,22.0,Tarjeta
T1229,2026-08-11,2,19,91.2,7,0,112.0,Yape
T1230,2026-08-11,2,19,15.0,2,0,48.0,Efectivo
T1231,2026-08-11,2,20,61.4,7,1,10.0,Yape
T1232,2026-08-12,3,8,14.4,3,1,4.0,Plin
T1233,2026-08-12,3,8,13.7,1,0,19.0,Yape
T1234,2026-08-12,3,9,15.6,3,0,23.0,Plin
T1235,2026-08-12,3,10,16.0,2,1,7.0,Plin
T1236,2026-08-12,3,10,21.7,1,0,7.0,Efectivo
T1237,2026-08-12,3,13,37.9,2,0,41.0,Tarjeta
T1238,2026-08-12,3,13,37.7,3,1,3.0,Plin
T1239,2026-08-12,3,14,48.1,2,0,36.0,Yape
T1240,2026-08-12,3,15,8.1,2,0,26.0,Yape
T1241,2026-08-12,3,16,13.1,2,0,17.0,Plin
T1242,2026-08-12,3,16,7.1,2,0,16.0,Yape
T1243,2026-08-12,3,17,11.8,1,0,34.0,Efectivo
T1244,2026-08-12,3,18,15.1,1,0,31.0,Tarjeta
T1245,2026-08-12,3,22,81.0,9,0,52.0,Efectivo
T1246,2026-08-13,4,7,11.0,2,1,2.0,Efectivo
T1247,2026-08-13,4,8,12.8,2,1,2.0,Efectivo
T1248,2026-08-13,4,9,11.0,2,0,30.0,Efectivo
T1249,2026-08-13,4,9,17.9,2,0,19.0,Tarjeta
T1250,2026-08-13,4,10,17.0,3,0,24.0,Yape
T1251,2026-08-13,4,13,39.9,2,0,54.0,Efectivo
T1252,2026-08-13,4,14,27.4,2,0,52.0,Efectivo
T1253,2026-08-13,4,14,33.4,4,0,36.0,Efectivo
T1254,2026-08-13,4,16,7.9,2,0,27.0,Efectivo
T1255,2026-08-13,4,16,10.3,1,0,54.0,Yape
T1256,2026-08-13,4,16,12.3,1,0,46.0,Tarjeta
T1257,2026-08-13,4,17,11.4,1,0,30.0,Tarjeta
T1258,2026-08-14,5,8,12.1,2,0,21.0,Yape
T1259,2026-08-14,5,8,13.5,1,1,3.0,Efectivo
T1260,2026-08-14,5,8,16.9,3,1,5.0,Yape
T1261,2026-08-14,5,13,29.8,4,1,6.0,Yape
T1262,2026-08-14,5,14,37.2,3,0,37.0,Efectivo
T1263,2026-08-14,5,14,30.2,4,0,44.0,Efectivo
T1264,2026-08-14,5,16,50.0,8,1,3.0,Tarjeta
T1265,2026-08-14,5,17,8.4,1,0,34.0,Efectivo
T1266,2026-08-14,5,18,12.5,1,0,23.0,Efectivo
T1267,2026-08-14,5,25,118.3,8,0,81.0,Tarjeta
T1268,2026-08-14,5,19,70.9,5,0,85.0,Tarjeta
T1269,2026-08-14,5,19,82.8,8,0,77.0,Plin
T1270,2026-08-14,5,20,50.4,8,0,73.0,Yape
T1271,2026-08-14,5,20,77.6,8,0,59.0,Efectivo
T1272,2026-08-14,5,20,123.8,6,0,63.0,Tarjeta
T1273,2026-08-14,5,20,67.4,6,0,33.0,Efectivo
T1274,2026-08-14,5,20,87.9,6,0,70.0,Plin
T1275,2026-08-14,5,21,50.0,5,0,87.0,Efectivo
T1276,2026-08-14,5,22,72.6,9,0,78.0,Yape
T1277,2026-08-14,5,22,64.3,4,0,52.0,Tarjeta
T1278,2026-08-15,6,8,11.6,3,1,3.0,Efectivo
T1279,2026-08-15,6,14,42.5,3,0,35.0,
T1280,2026-08-15,6,15,20.2,3,0,18.0,Yape
T1281,2026-08-15,6,17,14.9,1,1,5.0,Efectivo
T1282,2026-08-15,6,17,8.0,1,1,4.0,Tarjeta
